"Magnitude","Location","Latitude","Longitude","Depth..km.","EventId","Event.URL","Date","Time","Day","Country"
0.7,"7km S of Cobb",38.7528,-122.7295,1.5,"nc71840220","http://earthquake.usgs.gov/earthquakes/eventpage/nc71840220","2012-09-10","2:20","Mon","California"
4.2,"143km E of Miyako",39.793,143.611,24.5,"us2012fibj","http://earthquake.usgs.gov/earthquakes/eventpage/us2012fibj","2012-09-10","2:19","Mon","Japan"
4.5,"126km E of Iquique",-20.423,-68.954,103.9,"usc000ck1k","http://earthquake.usgs.gov/earthquakes/eventpage/usc000ck1k","2012-09-10","2:14","Mon","Chile"
1.8,"10km ESE of Huron",36.1637,-119.9983,7,"nc71840215","http://earthquake.usgs.gov/earthquakes/eventpage/nc71840215","2012-09-10","2:6","Mon","California"
2,"90km WSW of Cantwell",63.1831,-150.6964,118.2,"ak10555462","http://earthquake.usgs.gov/earthquakes/eventpage/ak10555462","2012-09-10","1:57","Mon","Alaska"
1.6,"5km WSW of Niland",33.228,-115.5732,5.5,"ci15213233","http://earthquake.usgs.gov/earthquakes/eventpage/ci15213233","2012-09-10","1:49","Mon","California"
0.5,"12km ENE of Cloverdale",38.8323,-122.8792,2.6,"nc71840210","http://earthquake.usgs.gov/earthquakes/eventpage/nc71840210","2012-09-10","1:47","Mon","California"
1,"6km WNW of Cobb",38.8408,-122.789,2.3,"nc71840205","http://earthquake.usgs.gov/earthquakes/eventpage/nc71840205","2012-09-10","1:40","Mon","California"
1.2,"2km SW of Cobb",38.8105,-122.7437,2.5,"nc71840200","http://earthquake.usgs.gov/earthquakes/eventpage/nc71840200","2012-09-10","1:31","Mon","California"
1.4,"45km W of Talkeetna",62.3518,-150.9831,73,"ak10559614","http://earthquake.usgs.gov/earthquakes/eventpage/ak10559614","2012-09-10","1:29","Mon","Alaska"
2,"8km W of Cobb",38.817,-122.819,2.8,"nc71840190","http://earthquake.usgs.gov/earthquakes/eventpage/nc71840190","2012-09-10","0:43","Mon","California"
4.8,"237km S of Sidorukun",-10.73,113.97,13.6,"usc000ck0a","http://earthquake.usgs.gov/earthquakes/eventpage/usc000ck0a","2012-09-10","0:38","Mon","Indonesia"
1.5,"4km W of Niland",33.2352,-115.5722,5.3,"ci15213209","http://earthquake.usgs.gov/earthquakes/eventpage/ci15213209","2012-09-10","0:38","Mon","California"
1.6,"84km NNW of Talkeetna",62.954,-151.013,119.4,"ak10555448","http://earthquake.usgs.gov/earthquakes/eventpage/ak10555448","2012-09-10","0:36","Mon","Alaska"
1.4,"5km NW of Aguanga",33.475,-116.9135,5.3,"ci15213201","http://earthquake.usgs.gov/earthquakes/eventpage/ci15213201","2012-09-10","0:32","Mon","California"
1.9,"37km SE of Hope",49.1088,-121.1303,10,"uw60449977","http://earthquake.usgs.gov/earthquakes/eventpage/uw60449977","2012-09-10","0:32","Mon","Canada"
1.1,"4km WSW of Niland",33.2325,-115.5628,6.7,"ci15213193","http://earthquake.usgs.gov/earthquakes/eventpage/ci15213193","2012-09-10","0:31","Mon","California"
1.6,"31km NW of Anchor Point",60.0036,-152.1609,87.9,"ak10559612","http://earthquake.usgs.gov/earthquakes/eventpage/ak10559612","2012-09-10","0:28","Mon","Alaska"
1,"24km WSW of Coalinga",36.0793,-120.6203,3.7,"nc71840195","http://earthquake.usgs.gov/earthquakes/eventpage/nc71840195","2012-09-10","0:23","Mon","California"
1.6,"19km NW of Summerlin South",36.22,-115.548,5,"ci15213185","http://earthquake.usgs.gov/earthquakes/eventpage/ci15213185","2012-09-10","0:21","Mon","Nevada"
0.9,"6km W of Cobb",38.8152,-122.7918,4.1,"nc71840185","http://earthquake.usgs.gov/earthquakes/eventpage/nc71840185","2012-09-10","0:19","Mon","California"
2.3,"8km N of New Madrid",36.6588,-89.5455,5.2,"nm091012a","http://earthquake.usgs.gov/earthquakes/eventpage/nm091012a","2012-09-10","0:12","Mon","Missouri"
4.8,"156km WNW of Nuku`alofa",-20.416,-176.5,246.1,"usc000cjyi","http://earthquake.usgs.gov/earthquakes/eventpage/usc000cjyi","2012-09-10","0:4","Mon","Tonga"
1.1,"4km S of Cobb",38.7807,-122.7183,2.7,"nc71840180","http://earthquake.usgs.gov/earthquakes/eventpage/nc71840180","2012-09-09","23:57","Sun","California"
4.1,"171km S of L'Esperance Rock",-32.97,-178.751,10,"us2012fhdm","http://earthquake.usgs.gov/earthquakes/eventpage/us2012fhdm","2012-09-09","23:51","Sun","New Zealand"
1.7,"74km SSE of Tanaga Volcano",51.2307,-177.882,27.9,"ak10555438","http://earthquake.usgs.gov/earthquakes/eventpage/ak10555438","2012-09-09","23:50","Sun","Alaska"
1,"14km NW of Cedar City",37.7593,-113.183,4.1,"uu09092342","http://earthquake.usgs.gov/earthquakes/eventpage/uu09092342","2012-09-09","23:42","Sun","Utah"
2.1,"24km SSW of Bodfish",35.3768,-118.5505,5,"ci15213177","http://earthquake.usgs.gov/earthquakes/eventpage/ci15213177","2012-09-09","23:41","Sun","California"
2.6,"97km N of Redoubt Volcano",61.3644,-152.6996,142.7,"ak10555431","http://earthquake.usgs.gov/earthquakes/eventpage/ak10555431","2012-09-09","23:40","Sun","Alaska"
4.1,"70km S of Copiapo",-27.994,-70.461,51.6,"us2012fhdl","http://earthquake.usgs.gov/earthquakes/eventpage/us2012fhdl","2012-09-09","23:36","Sun","Chile"
2.4,"23km S of Bodfish",35.3793,-118.5425,3.7,"ci15213161","http://earthquake.usgs.gov/earthquakes/eventpage/ci15213161","2012-09-09","23:21","Sun","California"
2,"24km SSW of Bodfish",35.3753,-118.5452,4.2,"ci15213137","http://earthquake.usgs.gov/earthquakes/eventpage/ci15213137","2012-09-09","23:19","Sun","California"
0.8,"7km WSW of Cobb",38.8007,-122.8087,3.6,"nc71840160","http://earthquake.usgs.gov/earthquakes/eventpage/nc71840160","2012-09-09","23:14","Sun","California"
0.2,"16km SE of Anza",33.4437,-116.5567,6.6,"ci15213121","http://earthquake.usgs.gov/earthquakes/eventpage/ci15213121","2012-09-09","22:58","Sun","California"
3,"66km N of Road Town",19.0088,-64.5388,36,"pr12253004","http://earthquake.usgs.gov/earthquakes/eventpage/pr12253004","2012-09-09","22:35","Sun","British Virgin Islands"
1.5,"15km W of West Bishop",37.354,-118.6288,12,"nc71840150","http://earthquake.usgs.gov/earthquakes/eventpage/nc71840150","2012-09-09","22:31","Sun","California"
0.7,"112km W of Cantwell",63.2599,-151.1776,15.4,"ak10555417","http://earthquake.usgs.gov/earthquakes/eventpage/ak10555417","2012-09-09","22:18","Sun","Alaska"
2.5,"4km W of Ferndale",40.577,-124.3137,21.9,"nc71840145","http://earthquake.usgs.gov/earthquakes/eventpage/nc71840145","2012-09-09","22:13","Sun","California"
2.4,"24km S of Bodfish",35.3742,-118.537,4.3,"ci15213105","http://earthquake.usgs.gov/earthquakes/eventpage/ci15213105","2012-09-09","22:9","Sun","California"
1.1,"11km NNE of Cambria",35.6667,-121.0522,6.3,"nc71840130","http://earthquake.usgs.gov/earthquakes/eventpage/nc71840130","2012-09-09","22:6","Sun","California"
3.3,"144km NNE of Road Town",19.6744,-64.2358,48,"pr12253005","http://earthquake.usgs.gov/earthquakes/eventpage/pr12253005","2012-09-09","21:57","Sun","British Virgin Islands"
1.1,"10km S of Ridgemark",36.716,-121.3608,2.9,"nc71840125","http://earthquake.usgs.gov/earthquakes/eventpage/nc71840125","2012-09-09","21:45","Sun","California"
1.5,"77km ENE of Cantwell",63.5222,-147.4258,4.5,"ak10555407","http://earthquake.usgs.gov/earthquakes/eventpage/ak10555407","2012-09-09","21:44","Sun","Alaska"
3.4,"86km N of Chirikof Island",56.5908,-155.4372,27.5,"ak10555404","http://earthquake.usgs.gov/earthquakes/eventpage/ak10555404","2012-09-09","21:41","Sun","Alaska"
0.4,"6km WSW of Mammoth Lakes",37.6362,-119.0412,3.8,"nc71840120","http://earthquake.usgs.gov/earthquakes/eventpage/nc71840120","2012-09-09","21:40","Sun","California"
4.3,"9km ESE of Paquera",9.795,-84.849,24.9,"usc000cjrb","http://earthquake.usgs.gov/earthquakes/eventpage/usc000cjrb","2012-09-09","21:37","Sun","Costa Rica"
1.1,"113km NW of Talkeetna",63.109,-151.5369,37.5,"ak10555400","http://earthquake.usgs.gov/earthquakes/eventpage/ak10555400","2012-09-09","21:31","Sun","Alaska"
4.8,"27km WNW of La Puerta de San Jose",-27.47,-67.283,166.6,"usc000cjp5","http://earthquake.usgs.gov/earthquakes/eventpage/usc000cjp5","2012-09-09","21:29","Sun","Argentina"
2.4,"53km SSW of Valdez",60.7003,-146.767,23,"ak10555393","http://earthquake.usgs.gov/earthquakes/eventpage/ak10555393","2012-09-09","21:23","Sun","Alaska"
1.7,"42km SSW of Valdez",60.7803,-146.6601,24.3,"ak10555390","http://earthquake.usgs.gov/earthquakes/eventpage/ak10555390","2012-09-09","21:16","Sun","Alaska"
0.7,"38km SSE of Morton",46.2302,-122.1157,8.9,"uw60449947","http://earthquake.usgs.gov/earthquakes/eventpage/uw60449947","2012-09-09","21:7","Sun","Washington"
4.5,"Kepulauan Barat Daya",-7.328,128.6,150.8,"usc000cjn8","http://earthquake.usgs.gov/earthquakes/eventpage/usc000cjn8","2012-09-09","21:6","Sun","Indonesia"
0.9,"28km N of Kernville",36.0062,-118.3923,7.2,"ci15213097","http://earthquake.usgs.gov/earthquakes/eventpage/ci15213097","2012-09-09","20:57","Sun","California"
1,"27km N of Kernville",36.001,-118.4008,7,"ci15213089","http://earthquake.usgs.gov/earthquakes/eventpage/ci15213089","2012-09-09","20:45","Sun","California"
1.7,"6km S of Volcano",19.3715,-155.2335,4,"hv60395646","http://earthquake.usgs.gov/earthquakes/eventpage/hv60395646","2012-09-09","20:11","Sun","Hawaii"
0.6,"6km W of Cobb",38.8285,-122.8015,2.7,"nc71840095","http://earthquake.usgs.gov/earthquakes/eventpage/nc71840095","2012-09-09","19:46","Sun","California"
4.2,"27km WNW of Myrina",40.004,24.802,13.6,"usc000cjlj","http://earthquake.usgs.gov/earthquakes/eventpage/usc000cjlj","2012-09-09","19:30","Sun","Greece"
2.2,"62km ESE of Lazy Mountain",61.4841,-147.8029,30,"ak10555357","http://earthquake.usgs.gov/earthquakes/eventpage/ak10555357","2012-09-09","19:28","Sun","Alaska"
1.9,"5km S of San Juan Bautista",36.7998,-121.5377,6.2,"nc71840090","http://earthquake.usgs.gov/earthquakes/eventpage/nc71840090","2012-09-09","19:27","Sun","California"
0.8,"14km E of Sutton-Alpine",61.7766,-148.5811,0.3,"ak10555352","http://earthquake.usgs.gov/earthquakes/eventpage/ak10555352","2012-09-09","19:25","Sun","Alaska"
5.5,"56km E of Shemya Island",52.819,174.936,120.6,"usc000cjlh","http://earthquake.usgs.gov/earthquakes/eventpage/usc000cjlh","2012-09-09","19:23","Sun","Alaska"
1.2,"29km S of Ester",64.5832,-147.9445,14.4,"ak10555348","http://earthquake.usgs.gov/earthquakes/eventpage/ak10555348","2012-09-09","19:22","Sun","Alaska"
4.7,"25km SSW of Santiago Pinotepa Nacional",16.095,-98.097,15.2,"usc000cjl2","http://earthquake.usgs.gov/earthquakes/eventpage/usc000cjl2","2012-09-09","18:59","Sun","Mexico"
3.3,"119km NNE of Road Town",19.4538,-64.305,66,"pr12253003","http://earthquake.usgs.gov/earthquakes/eventpage/pr12253003","2012-09-09","18:56","Sun","British Virgin Islands"
1.2,"11km NW of Westmorland",33.118,-115.6935,5.1,"ci15213073","http://earthquake.usgs.gov/earthquakes/eventpage/ci15213073","2012-09-09","18:50","Sun","California"
2.8,"66km ENE of Old Iliamna",59.9171,-153.7825,136.1,"ak10555339","http://earthquake.usgs.gov/earthquakes/eventpage/ak10555339","2012-09-09","18:36","Sun","Alaska"
0.8,"6km NW of Anza",33.5947,-116.723,14.2,"ci15213057","http://earthquake.usgs.gov/earthquakes/eventpage/ci15213057","2012-09-09","18:5","Sun","California"
1.2,"5km SE of Val Verde",34.412,-118.6173,6.8,"ci15213065","http://earthquake.usgs.gov/earthquakes/eventpage/ci15213065","2012-09-09","18:3","Sun","California"
1.2,"36km NNW of Searles Valley",36.0508,-117.6107,3.1,"ci15213041","http://earthquake.usgs.gov/earthquakes/eventpage/ci15213041","2012-09-09","17:59","Sun","California"
1.5,"5km WSW of Niland",33.22,-115.5763,1.4,"ci15213033","http://earthquake.usgs.gov/earthquakes/eventpage/ci15213033","2012-09-09","17:58","Sun","California"
0.5,"14km WNW of Searles Valley",35.8353,-117.5413,9.6,"ci15213049","http://earthquake.usgs.gov/earthquakes/eventpage/ci15213049","2012-09-09","17:57","Sun","California"
1.3,"142km W of Cantwell",63.5181,-151.797,0,"ak10555334","http://earthquake.usgs.gov/earthquakes/eventpage/ak10555334","2012-09-09","17:56","Sun","Alaska"
0.8,"81km ENE of Cape Yakataga",60.2499,-141.007,19.8,"ak10555329","http://earthquake.usgs.gov/earthquakes/eventpage/ak10555329","2012-09-09","17:43","Sun","Alaska"
0.79,"40km W of Alamo",37.3466,-115.6258,0,"nn00389967","http://earthquake.usgs.gov/earthquakes/eventpage/nn00389967","2012-09-09","17:38","Sun","Nevada"
1.6,"5km SSW of Cobb",38.7725,-122.7398,1.1,"nc71840080","http://earthquake.usgs.gov/earthquakes/eventpage/nc71840080","2012-09-09","17:9","Sun","California"
1.9,"118km W of Cantwell",63.5247,-151.3133,7.6,"ak10555311","http://earthquake.usgs.gov/earthquakes/eventpage/ak10555311","2012-09-09","16:58","Sun","Alaska"
4.7,"53km WNW of Nabire",-3.133,135.063,44.3,"us2012fhay","http://earthquake.usgs.gov/earthquakes/eventpage/us2012fhay","2012-09-09","16:49","Sun","Indonesia"
4.3,"198km SE of Lata",-12.178,166.886,218.1,"us2012fhdn","http://earthquake.usgs.gov/earthquakes/eventpage/us2012fhdn","2012-09-09","16:44","Sun","Solomon Islands"
1.1,"27km N of Kernville",36.0037,-118.3975,7,"ci15213025","http://earthquake.usgs.gov/earthquakes/eventpage/ci15213025","2012-09-09","16:41","Sun","California"
2.8,"68km N of Hatillo",19.1046,-66.7847,31,"pr12253002","http://earthquake.usgs.gov/earthquakes/eventpage/pr12253002","2012-09-09","16:31","Sun","Puerto Rico"
0.8,"11km N of Cambria",35.6645,-121.059,8.1,"nc71840070","http://earthquake.usgs.gov/earthquakes/eventpage/nc71840070","2012-09-09","16:5","Sun","California"
4.3,"162km N of Calama",-21.004,-68.763,119.7,"us2012fhax","http://earthquake.usgs.gov/earthquakes/eventpage/us2012fhax","2012-09-09","15:56","Sun","Chile"
1.3,"11km W of Cobb",38.8293,-122.8542,2.3,"nc71840060","http://earthquake.usgs.gov/earthquakes/eventpage/nc71840060","2012-09-09","15:46","Sun","California"
0.9,"33km NE of Cape Yakataga",60.2928,-142.0426,5.5,"ak10555305","http://earthquake.usgs.gov/earthquakes/eventpage/ak10555305","2012-09-09","15:43","Sun","Alaska"
4.1,"23km NW of `Alaqahdari-ye Kiran wa Munjan",36.197,70.611,109.9,"us2012fhaw","http://earthquake.usgs.gov/earthquakes/eventpage/us2012fhaw","2012-09-09","15:21","Sun","Afghanistan"
5,"126km S of Raoul Island",-30.404,-177.935,57.6,"usc000cjjc","http://earthquake.usgs.gov/earthquakes/eventpage/usc000cjjc","2012-09-09","14:36","Sun","New Zealand"
0.3,"97km W of Cantwell",63.4909,-150.8825,17.2,"ak10555299","http://earthquake.usgs.gov/earthquakes/eventpage/ak10555299","2012-09-09","14:33","Sun","Alaska"
0.8,"6km WNW of Cobb",38.8455,-122.7892,1.3,"nc71840040","http://earthquake.usgs.gov/earthquakes/eventpage/nc71840040","2012-09-09","14:9","Sun","California"
1.2,"6km WSW of Cobb",38.7992,-122.7875,0.2,"nc71840035","http://earthquake.usgs.gov/earthquakes/eventpage/nc71840035","2012-09-09","13:52","Sun","California"
0.57,"70km E of Beatty",36.8674,-115.9662,9.4733,"nn00388178","http://earthquake.usgs.gov/earthquakes/eventpage/nn00388178","2012-09-09","13:52","Sun","Nevada"
0.7,"6km WSW of Cobb",38.7952,-122.7832,1,"nc71840030","http://earthquake.usgs.gov/earthquakes/eventpage/nc71840030","2012-09-09","13:51","Sun","California"
2.2,"14km WNW of Searles Valley",35.8363,-117.5438,8.9,"ci15213009","http://earthquake.usgs.gov/earthquakes/eventpage/ci15213009","2012-09-09","13:49","Sun","California"
0.8,"6km WSW of Cobb",38.7995,-122.7892,0.7,"nc71840025","http://earthquake.usgs.gov/earthquakes/eventpage/nc71840025","2012-09-09","13:49","Sun","California"
1,"41km N of Inyokern",36.0227,-117.765,2.2,"ci15213017","http://earthquake.usgs.gov/earthquakes/eventpage/ci15213017","2012-09-09","13:48","Sun","California"
0.8,"6km WSW of Cobb",38.8037,-122.7957,0,"nc71840020","http://earthquake.usgs.gov/earthquakes/eventpage/nc71840020","2012-09-09","13:48","Sun","California"
1.1,"6km WSW of Cobb",38.7993,-122.7862,0.7,"nc71840015","http://earthquake.usgs.gov/earthquakes/eventpage/nc71840015","2012-09-09","13:48","Sun","California"
0.9,"6km WSW of Cobb",38.7993,-122.7865,0,"nc71840010","http://earthquake.usgs.gov/earthquakes/eventpage/nc71840010","2012-09-09","13:48","Sun","California"
0.9,"7km S of Cobb",38.7525,-122.733,0.6,"nc71840005","http://earthquake.usgs.gov/earthquakes/eventpage/nc71840005","2012-09-09","13:38","Sun","California"
0.9,"7km S of Cobb",38.7533,-122.735,1.6,"nc71840000","http://earthquake.usgs.gov/earthquakes/eventpage/nc71840000","2012-09-09","13:36","Sun","California"
2.5,"8km E of Orange Cove",36.6282,-119.2142,25.1,"nc71839995","http://earthquake.usgs.gov/earthquakes/eventpage/nc71839995","2012-09-09","13:27","Sun","California"
1.6,"4km SSW of Cobb",38.791,-122.748,1.6,"nc71839990","http://earthquake.usgs.gov/earthquakes/eventpage/nc71839990","2012-09-09","13:23","Sun","California"
1.7,"7km NW of Big Lake",61.5742,-150.0329,24.6,"ak10555283","http://earthquake.usgs.gov/earthquakes/eventpage/ak10555283","2012-09-09","13:4","Sun","Alaska"
1.5,"21km NE of Unalaska",53.9876,-166.2641,6.9,"ak10555327","http://earthquake.usgs.gov/earthquakes/eventpage/ak10555327","2012-09-09","12:39","Sun","Alaska"
0.7,"24km SW of Salcha",64.3935,-147.3048,0.3,"ak10555277","http://earthquake.usgs.gov/earthquakes/eventpage/ak10555277","2012-09-09","12:35","Sun","Alaska"
0.6,"7km W of Cobb",38.8103,-122.8063,2.8,"nc71839985","http://earthquake.usgs.gov/earthquakes/eventpage/nc71839985","2012-09-09","12:18","Sun","California"
0.94,"69km E of Beatty",36.8598,-115.9856,0,"nn00388175","http://earthquake.usgs.gov/earthquakes/eventpage/nn00388175","2012-09-09","12:11","Sun","Nevada"
1.3,"13km ENE of Hildale",37.0348,-112.8183,14.3,"uu09091210","http://earthquake.usgs.gov/earthquakes/eventpage/uu09091210","2012-09-09","12:9","Sun","Utah"
0.9,"6km WSW of Niland",33.2217,-115.5813,7,"ci15212993","http://earthquake.usgs.gov/earthquakes/eventpage/ci15212993","2012-09-09","12:7","Sun","California"
0.1,"9km NNW of Anza",33.6363,-116.6972,15.2,"ci15212985","http://earthquake.usgs.gov/earthquakes/eventpage/ci15212985","2012-09-09","12:4","Sun","California"
2.4,"72km SSE of Deltana",63.2322,-144.9265,8.9,"ak10555266","http://earthquake.usgs.gov/earthquakes/eventpage/ak10555266","2012-09-09","11:53","Sun","Alaska"
1,"16km N of North Nenana",64.7269,-149.1054,15.9,"ak10555259","http://earthquake.usgs.gov/earthquakes/eventpage/ak10555259","2012-09-09","11:32","Sun","Alaska"
4.5,"53km NE of Angoram",-3.702,144.387,39.1,"usc000cjht","http://earthquake.usgs.gov/earthquakes/eventpage/usc000cjht","2012-09-09","11:27","Sun","Papua New Guinea"
1.14,"18km S of Gardnerville Ranchos",38.7254,-119.7336,6.2251,"nn00388174","http://earthquake.usgs.gov/earthquakes/eventpage/nn00388174","2012-09-09","11:23","Sun","Nevada"
1.2,"21km N of Yucca Valley",34.31,-116.4478,8.6,"ci15212977","http://earthquake.usgs.gov/earthquakes/eventpage/ci15212977","2012-09-09","11:22","Sun","California"
4.4,"90km SSW of Puerto El Triunfo",12.555,-88.935,35,"usc000cjhl","http://earthquake.usgs.gov/earthquakes/eventpage/usc000cjhl","2012-09-09","11:8","Sun","El Salvador"
0.9,"44km SW of North Nenana",64.2915,-149.7514,17.2,"ak10555253","http://earthquake.usgs.gov/earthquakes/eventpage/ak10555253","2012-09-09","10:50","Sun","Alaska"
1.7,"86km NW of Talkeetna",62.9201,-151.1846,119.6,"ak10555247","http://earthquake.usgs.gov/earthquakes/eventpage/ak10555247","2012-09-09","10:44","Sun","Alaska"
0.9,"74km W of Healy",63.9236,-150.4694,17.5,"ak10555246","http://earthquake.usgs.gov/earthquakes/eventpage/ak10555246","2012-09-09","10:42","Sun","Alaska"
0.9,"7km SE of Valle Vista",33.7075,-116.823,16.7,"ci15212969","http://earthquake.usgs.gov/earthquakes/eventpage/ci15212969","2012-09-09","10:30","Sun","California"
1.1,"2km ENE of Anacortes",48.5218,-122.5883,16.2,"uw60449827","http://earthquake.usgs.gov/earthquakes/eventpage/uw60449827","2012-09-09","10:30","Sun","Washington"
1.4,"65km ENE of Cape Yakataga",60.1779,-141.2723,27.9,"ak10555243","http://earthquake.usgs.gov/earthquakes/eventpage/ak10555243","2012-09-09","10:29","Sun","Alaska"
0.8,"4km N of Federal Way",47.3647,-122.3223,20.8,"uw60449822","http://earthquake.usgs.gov/earthquakes/eventpage/uw60449822","2012-09-09","10:28","Sun","Washington"
0.49,"11km NNE of Truckee",39.4164,-120.1208,1.4769,"nn00389961","http://earthquake.usgs.gov/earthquakes/eventpage/nn00389961","2012-09-09","10:27","Sun","California"
1,"8km ENE of Indio",33.7565,-116.139,5.5,"ci15212961","http://earthquake.usgs.gov/earthquakes/eventpage/ci15212961","2012-09-09","10:14","Sun","California"
1.7,"13km WSW of Kailua-Kona",19.605,-156.1145,21.9,"hv60395541","http://earthquake.usgs.gov/earthquakes/eventpage/hv60395541","2012-09-09","10:10","Sun","Hawaii"
4.3,"190km WSW of Yanbu` al Bahr",23.421,36.342,10,"usc000cjgy","http://earthquake.usgs.gov/earthquakes/eventpage/usc000cjgy","2012-09-09","10:2","Sun","Saudi Arabia"
4.6,"133km E of Sulangan",10.851,127.045,35,"us2012fhd8","http://earthquake.usgs.gov/earthquakes/eventpage/us2012fhd8","2012-09-09","10:2","Sun","Philippines"
1.8,"52km E of Big Pine",37.2228,-117.7008,0,"ci15212953","http://earthquake.usgs.gov/earthquakes/eventpage/ci15212953","2012-09-09","10:0","Sun","California"
0.5,"0km NNW of Duvall",47.7467,-121.9872,17.5,"uw60449807","http://earthquake.usgs.gov/earthquakes/eventpage/uw60449807","2012-09-09","9:54","Sun","Washington"
1.9,"18km ENE of Avalon",33.3967,-118.1397,0.7,"ci15212945","http://earthquake.usgs.gov/earthquakes/eventpage/ci15212945","2012-09-09","9:52","Sun","California"
4.2,"84km S of Puerto El Triunfo",12.517,-88.605,35,"usc000cjgf","http://earthquake.usgs.gov/earthquakes/eventpage/usc000cjgf","2012-09-09","9:50","Sun","El Salvador"
1.1,"6km W of Cobb",38.8187,-122.7952,3.2,"nc71839965","http://earthquake.usgs.gov/earthquakes/eventpage/nc71839965","2012-09-09","9:41","Sun","California"
1.1,"24km ENE of King City",36.3258,-120.888,7.8,"nc71839970","http://earthquake.usgs.gov/earthquakes/eventpage/nc71839970","2012-09-09","9:40","Sun","California"
4.8,"241km S of Sidorukun",-10.753,113.852,6.3,"usc000cjg5","http://earthquake.usgs.gov/earthquakes/eventpage/usc000cjg5","2012-09-09","9:39","Sun","Indonesia"
0.9,"8km W of Cobb",38.821,-122.8252,1.4,"nc71839960","http://earthquake.usgs.gov/earthquakes/eventpage/nc71839960","2012-09-09","9:38","Sun","California"
1.5,"8km W of Cobb",38.822,-122.8238,0.9,"nc71839955","http://earthquake.usgs.gov/earthquakes/eventpage/nc71839955","2012-09-09","9:37","Sun","California"
5.1,"269km E of Kuril'sk",45.291,151.322,38.8,"usc000cjfu","http://earthquake.usgs.gov/earthquakes/eventpage/usc000cjfu","2012-09-09","9:36","Sun","Russia"
1.8,"25km ENE of King City",36.3313,-120.885,9.7,"nc71839950","http://earthquake.usgs.gov/earthquakes/eventpage/nc71839950","2012-09-09","9:31","Sun","California"
0.7,"22km ENE of Gonzales",36.6202,-121.2312,5.7,"nc71839945","http://earthquake.usgs.gov/earthquakes/eventpage/nc71839945","2012-09-09","9:17","Sun","California"
3.1,"92km NNE of Road Town",19.1746,-64.2512,26,"pr12253001","http://earthquake.usgs.gov/earthquakes/eventpage/pr12253001","2012-09-09","9:10","Sun","British Virgin Islands"
-0.6,"37km NNE of Amboy",46.1978,-122.1817,3.2,"uw60449772","http://earthquake.usgs.gov/earthquakes/eventpage/uw60449772","2012-09-09","9:8","Sun","Washington"
1.3,"5km NNW of Brawley",33.023,-115.541,9.1,"ci15212937","http://earthquake.usgs.gov/earthquakes/eventpage/ci15212937","2012-09-09","8:34","Sun","California"
2.1,"41km ENE of Maneadero",31.8077,-116.1452,10,"ci15212929","http://earthquake.usgs.gov/earthquakes/eventpage/ci15212929","2012-09-09","8:30","Sun","Mexico"
1.4,"8km W of Cobb",38.8128,-122.823,2.8,"nc71839930","http://earthquake.usgs.gov/earthquakes/eventpage/nc71839930","2012-09-09","8:15","Sun","California"
0.6,"7km WNW of Cobb",38.8482,-122.804,1,"nc71839935","http://earthquake.usgs.gov/earthquakes/eventpage/nc71839935","2012-09-09","8:15","Sun","California"
0.9,"6km W of Cobb",38.8118,-122.7928,3.2,"nc71839925","http://earthquake.usgs.gov/earthquakes/eventpage/nc71839925","2012-09-09","8:7","Sun","California"
0.3,"7km NE of Badger",64.8496,-147.4387,12.1,"ak10555325","http://earthquake.usgs.gov/earthquakes/eventpage/ak10555325","2012-09-09","8:0","Sun","Alaska"
1,"58km E of Lazy Mountain",61.5424,-147.8514,34.8,"ak10555215","http://earthquake.usgs.gov/earthquakes/eventpage/ak10555215","2012-09-09","8:0","Sun","Alaska"
1,"8km SSE of Ridgemark",36.746,-121.3228,6.6,"nc71839920","http://earthquake.usgs.gov/earthquakes/eventpage/nc71839920","2012-09-09","7:56","Sun","California"
0.5,"119km NNW of Talkeetna",63.216,-151.4099,8.3,"ak10555214","http://earthquake.usgs.gov/earthquakes/eventpage/ak10555214","2012-09-09","7:53","Sun","Alaska"
1.2,"4km SSW of Cobb",38.7852,-122.7357,2,"nc71839915","http://earthquake.usgs.gov/earthquakes/eventpage/nc71839915","2012-09-09","7:44","Sun","California"
4.3,"15km N of Adamas",36.873,24.429,123.3,"usc000cjdw","http://earthquake.usgs.gov/earthquakes/eventpage/usc000cjdw","2012-09-09","7:26","Sun","Greece"
1.1,"7km W of Cobb",38.825,-122.8055,2,"nc71839910","http://earthquake.usgs.gov/earthquakes/eventpage/nc71839910","2012-09-09","7:19","Sun","California"
2.2,"28km W of Pepeekeo",19.833,-155.3815,27.7,"hv60395521","http://earthquake.usgs.gov/earthquakes/eventpage/hv60395521","2012-09-09","7:12","Sun","Hawaii"
1.3,"3km N of Brawley",33.0123,-115.5288,7.5,"ci15212921","http://earthquake.usgs.gov/earthquakes/eventpage/ci15212921","2012-09-09","7:12","Sun","California"
1.4,"53km NE of Lone Pine",36.9665,-117.6715,4.9,"ci15212913","http://earthquake.usgs.gov/earthquakes/eventpage/ci15212913","2012-09-09","7:6","Sun","California"
1.2,"94km NNW of Nikiski",61.4965,-151.8101,2.9,"ak10555202","http://earthquake.usgs.gov/earthquakes/eventpage/ak10555202","2012-09-09","7:1","Sun","Alaska"
